flag_type,provider_id,hcpcs_code,state,month,service_category,benchmark_band,utilization_count,contract_to_medicare_ratio,dollar_variance,total_financial_variance
Overpayment,PRV005,80053,PA,2025-05,Lab,above_120_percent,54,1.3415518491660625,4.710000000000001,254.34000000000003
Overpayment,PRV057,71046,MD,2025-05,Imaging,above_120_percent,26,1.2780779073073643,9.780000000000001,254.28000000000003
Overpayment,PRV032,71046,NC,2025-07,Imaging,above_120_percent,32,1.2257605914131362,7.939999999999998,254.07999999999993
Overpayment,PRV044,80053,MD,2024-05,Lab,above_120_percent,40,1.4124918672739104,6.340000000000002,253.60000000000008
Overpayment,PRV008,J3490,PA,2024-12,Pharmacy,above_120_percent,10,1.2190797439889292,25.329999999999984,253.29999999999984
Overpayment,PRV021,80053,FL,2024-12,Lab,above_120_percent,42,1.3923227065712427,6.029999999999999,253.25999999999996
Overpayment,PRV005,71046,PA,2025-11,Imaging,above_120_percent,24,1.2996872334375889,10.54,252.95999999999998
Overpayment,PRV060,80053,MD,2025-01,Lab,above_120_percent,47,1.3584779706275034,5.370000000000001,252.39000000000004
Overpayment,PRV006,80053,VA,2024-06,Lab,above_120_percent,47,1.3584779706275034,5.370000000000001,252.39000000000004
Overpayment,PRV046,80053,NC,2025-11,Lab,above_120_percent,53,1.344179320318149,4.76,252.28
Overpayment,PRV017,93000,VA,2024-04,Diagnostic,above_120_percent,22,1.5390772128060264,11.45,251.89999999999998
Overpayment,PRV004,93000,FL,2024-03,Diagnostic,above_120_percent,22,1.494809688581315,11.440000000000001,251.68000000000004
Overpayment,PRV017,93000,VA,2025-04,Diagnostic,above_120_percent,19,1.5726643598615917,13.239999999999998,251.55999999999997
Overpayment,PRV023,71046,MD,2025-03,Imaging,above_120_percent,22,1.324424225191925,11.409999999999997,251.01999999999992
Overpayment,PRV043,80053,NC,2025-09,Lab,above_120_percent,47,1.3830703012912484,5.340000000000002,250.98000000000008
Overpayment,PRV031,71046,PA,2024-05,Imaging,above_120_percent,23,1.3115175764504143,10.899999999999999,250.69999999999996
Overpayment,PRV008,71046,PA,2025-10,Imaging,above_120_percent,26,1.2936338714590314,9.64,250.64000000000001
Overpayment,PRV016,71046,PA,2024-02,Imaging,above_120_percent,24,1.2983709631323235,10.439999999999998,250.55999999999995
Overpayment,PRV033,80053,FL,2024-04,Lab,above_120_percent,52,1.3129472999349383,4.8100000000000005,250.12000000000003
Overpayment,PRV002,80053,NC,2024-08,Lab,above_120_percent,50,1.3253090435914119,5.000000000000002,250.00000000000009
Overpayment,PRV004,80053,FL,2024-04,Lab,above_120_percent,44,1.3791722296395192,5.68,249.92
Overpayment,PRV043,80053,NC,2025-04,Lab,above_120_percent,33,1.491216655823032,7.5500000000000025,249.1500000000001
Overpayment,PRV017,71046,VA,2025-08,Imaging,above_120_percent,15,1.5027239709443099,16.61,249.14999999999998
Overpayment,PRV004,80053,FL,2024-09,Lab,above_120_percent,50,1.376132930513595,4.979999999999999,248.99999999999994
Overpayment,PRV033,93000,FL,2024-11,Diagnostic,above_120_percent,19,1.52253689668927,13.100000000000001,248.90000000000003
Overpayment,PRV054,71046,PA,2024-12,Imaging,above_120_percent,27,1.2787530266343825,9.21,248.67000000000002
Overpayment,PRV007,80053,FL,2024-07,Lab,above_120_percent,53,1.339117859725235,4.6899999999999995,248.56999999999996
Overpayment,PRV004,71046,FL,2024-07,Imaging,above_120_percent,18,1.389280677009873,13.799999999999997,248.39999999999995
Overpayment,PRV023,71046,MD,2025-08,Imaging,above_120_percent,23,1.308659617033438,10.799999999999997,248.39999999999992
Overpayment,PRV002,71046,NC,2025-05,Imaging,above_120_percent,18,1.4170702179176755,13.780000000000001,248.04000000000002
Overpayment,PRV004,93000,FL,2024-05,Diagnostic,above_120_percent,20,1.5838041431261771,12.400000000000002,248.00000000000006
Overpayment,PRV004,71046,FL,2024-12,Imaging,above_120_percent,22,1.3429789826378313,11.260000000000005,247.7200000000001
Overpayment,PRV044,80053,MD,2025-12,Lab,above_120_percent,43,1.4176939811457578,5.760000000000002,247.68000000000006
Overpayment,PRV021,71046,FL,2024-01,Imaging,above_120_percent,17,1.4161188911117462,14.559999999999995,247.51999999999992
Overpayment,PRV017,80053,VA,2025-11,Lab,above_120_percent,49,1.3814199395770392,5.049999999999999,247.44999999999996
Overpayment,PRV044,80053,MD,2024-04,Lab,above_120_percent,51,1.351704133430022,4.850000000000001,247.35000000000008
Overpayment,PRV004,80053,FL,2024-01,Lab,above_120_percent,48,1.3734590282813635,5.150000000000002,247.2000000000001
Overpayment,PRV043,80053,NC,2025-11,Lab,above_120_percent,39,1.4780966767371602,6.33,246.87
Overpayment,PRV051,80053,VA,2025-05,Lab,above_120_percent,40,1.4014313597918022,6.17,246.8
Overpayment,PRV002,80053,NC,2024-07,Lab,above_120_percent,52,1.3083929733246584,4.74,246.48000000000002
Overpayment,PRV043,80053,NC,2025-11,Lab,above_120_percent,55,1.2914769030579052,4.480000000000002,246.40000000000012
Overpayment,PRV054,J3490,PA,2024-12,Pharmacy,above_120_percent,10,1.2424451225514321,24.629999999999995,246.29999999999995
Overpayment,PRV041,80053,NC,2025-06,Lab,above_120_percent,56,1.2930574098798397,4.390000000000001,245.84000000000003
Overpayment,PRV033,71046,FL,2024-10,Imaging,above_120_percent,24,1.28885754583921,10.239999999999995,245.75999999999988
Overpayment,PRV017,93000,VA,2024-09,Diagnostic,above_120_percent,15,1.708477508650519,16.38,245.7
Overpayment,PRV043,80053,NC,2024-08,Lab,above_120_percent,43,1.3811748998664888,5.710000000000001,245.53000000000003
Overpayment,PRV007,93000,FL,2025-05,Diagnostic,above_120_percent,22,1.467728415758592,11.160000000000004,245.5200000000001
Overpayment,PRV021,71046,FL,2025-10,Imaging,above_120_percent,23,1.3229418886198547,10.670000000000002,245.41000000000003
Overpayment,PRV017,80053,VA,2025-02,Lab,above_120_percent,37,1.4786695589298626,6.619999999999999,244.93999999999997
Overpayment,PRV002,71046,NC,2024-03,Imaging,above_120_percent,18,1.4116222760290558,13.600000000000001,244.8
Overpayment,PRV023,80053,MD,2024-07,Lab,above_120_percent,57,1.3101952277657267,4.290000000000001,244.53000000000006
Overpayment,PRV004,80053,FL,2025-03,Lab,above_120_percent,45,1.3895265423242469,5.4300000000000015,244.35000000000008
Overpayment,PRV043,80053,NC,2024-09,Lab,above_120_percent,51,1.3617824773413898,4.790000000000001,244.29000000000005
Overpayment,PRV051,80053,VA,2025-02,Lab,above_120_percent,40,1.442349528643945,6.100000000000001,244.00000000000006
Overpayment,PRV007,71046,FL,2025-10,Imaging,above_120_percent,20,1.3466022177992607,12.189999999999998,243.79999999999995
Overpayment,PRV017,93000,VA,2024-04,Diagnostic,above_120_percent,19,1.511368169126446,12.82,243.58
Overpayment,PRV018,80053,VA,2025-03,Lab,above_120_percent,49,1.358640636297903,4.959999999999999,243.03999999999996
Overpayment,PRV043,93000,NC,2024-08,Diagnostic,above_120_percent,25,1.3877143996808934,9.719999999999999,242.99999999999997
Overpayment,PRV017,93000,VA,2024-12,Diagnostic,above_120_percent,22,1.5193032015065917,11.030000000000005,242.6600000000001
Overpayment,PRV004,93000,FL,2024-10,Diagnostic,above_120_percent,19,1.5392736486486487,12.770000000000003,242.63000000000005
Overpayment,PRV002,93000,NC,2024-08,Diagnostic,above_120_percent,21,1.4599122457120064,11.530000000000001,242.13000000000002
Overpayment,PRV017,93000,VA,2025-05,Diagnostic,above_120_percent,14,1.7297297297297298,17.28,241.92000000000002
Overpayment,PRV002,80053,NC,2025-04,Lab,above_120_percent,42,1.384512683578104,5.759999999999998,241.9199999999999
Overpayment,PRV002,93000,NC,2024-07,Diagnostic,above_120_percent,26,1.402249134948097,9.3,241.8
Overpayment,PRV041,80053,NC,2025-11,Lab,above_120_percent,53,1.3444108761329305,4.5600000000000005,241.68000000000004
Overpayment,PRV032,93000,NC,2025-02,Diagnostic,above_120_percent,24,1.435553633217993,10.069999999999997,241.67999999999992
Overpayment,PRV043,80053,NC,2025-06,Lab,above_120_percent,49,1.3567802755620015,4.920000000000002,241.0800000000001
Overpayment,PRV028,71046,VA,2024-09,Imaging,above_120_percent,22,1.3335363996344807,10.950000000000003,240.90000000000006
Overpayment,PRV021,71046,FL,2024-04,Imaging,above_120_percent,23,1.3189156259518733,10.469999999999999,240.80999999999997
Overpayment,PRV002,80053,NC,2024-08,Lab,above_120_percent,38,1.4577006507592192,6.33,240.54
Overpayment,PRV004,80053,FL,2025-03,Lab,above_120_percent,46,1.3774403470715835,5.220000000000001,240.12000000000003
Overpayment,PRV033,93000,FL,2024-06,Diagnostic,above_120_percent,27,1.3542082169924212,8.880000000000003,239.76000000000008
Overpayment,PRV031,71046,PA,2024-08,Imaging,above_120_percent,25,1.2723912425362525,9.579999999999998,239.49999999999994
Overpayment,PRV007,80053,FL,2024-11,Lab,above_120_percent,45,1.3461288223812624,5.320000000000002,239.4000000000001
Overpayment,PRV002,71046,NC,2024-04,Imaging,above_120_percent,22,1.3093545635484787,10.879999999999995,239.3599999999999
Overpayment,PRV041,71046,NC,2025-12,Imaging,above_120_percent,22,1.3093545635484787,10.879999999999995,239.3599999999999
Overpayment,PRV031,71046,PA,2024-08,Imaging,above_120_percent,18,1.3748942172073342,13.29,239.21999999999997
Overpayment,PRV059,93000,VA,2024-04,Diagnostic,above_120_percent,20,1.4770642201834863,11.96,239.20000000000002
Overpayment,PRV002,80053,NC,2025-04,Lab,above_120_percent,51,1.336441893830703,4.6899999999999995,239.18999999999997
Overpayment,PRV017,71046,VA,2024-01,Imaging,above_120_percent,23,1.3164788303381054,10.39,238.97000000000003
Overpayment,PRV002,80053,NC,2025-05,Lab,above_120_percent,46,1.3464619492656877,5.190000000000001,238.74000000000007
Overpayment,PRV054,71046,PA,2025-04,Imaging,above_120_percent,23,1.2966561874821376,10.379999999999995,238.7399999999999
Overpayment,PRV044,93000,MD,2025-01,Diagnostic,above_120_percent,18,1.5289190267251695,13.259999999999998,238.67999999999995
Overpayment,PRV023,71046,MD,2025-05,Imaging,above_120_percent,20,1.3392095535968154,11.93,238.6
Overpayment,PRV053,80053,NY,2025-09,Lab,above_120_percent,50,1.3602719033232629,4.770000000000001,238.50000000000006
Overpayment,PRV044,71046,MD,2025-07,Imaging,above_120_percent,18,1.3772779043280183,13.25,238.5
Overpayment,PRV041,J3490,NC,2024-05,Pharmacy,above_120_percent,8,1.2578273655076977,29.810000000000002,238.48000000000002
Overpayment,PRV044,80053,MD,2024-06,Lab,above_120_percent,47,1.3665943600867678,5.0699999999999985,238.28999999999994
Overpayment,PRV043,71046,NC,2025-02,Imaging,above_120_percent,22,1.3277845036319613,10.829999999999998,238.25999999999996
Overpayment,PRV002,93000,NC,2024-10,Diagnostic,above_120_percent,24,1.3956920622257678,9.920000000000002,238.08000000000004
Overpayment,PRV028,71046,VA,2024-07,Imaging,above_120_percent,25,1.2685472496473906,9.519999999999996,237.9999999999999
Overpayment,PRV053,71046,NY,2024-01,Imaging,above_120_percent,17,1.398348519362187,13.990000000000002,237.83000000000004
Overpayment,PRV051,71046,VA,2024-06,Imaging,above_120_percent,17,1.3974978675007108,13.979999999999997,237.65999999999994
Overpayment,PRV006,93000,VA,2024-12,Diagnostic,above_120_percent,22,1.467128027681661,10.8,237.60000000000002
Overpayment,PRV028,80053,VA,2025-08,Lab,above_120_percent,44,1.387374461979914,5.4,237.60000000000002
Overpayment,PRV044,93000,MD,2024-10,Diagnostic,above_120_percent,28,1.3576858108108107,8.469999999999999,237.15999999999997
Overpayment,PRV004,93000,FL,2025-04,Diagnostic,above_120_percent,21,1.4878892733564013,11.279999999999998,236.87999999999994
Overpayment,PRV036,80053,VA,2024-10,Lab,above_120_percent,52,1.3256814921090387,4.540000000000001,236.08000000000004
Overpayment,PRV044,71046,MD,2024-04,Imaging,above_120_percent,18,1.3698166431593795,13.11,235.98
Overpayment,PRV008,80053,PA,2025-04,Lab,above_120_percent,49,1.3210947930574097,4.809999999999999,235.68999999999994
Overpayment,PRV051,80053,VA,2025-05,Lab,above_120_percent,52,1.3275488069414316,4.529999999999999,235.55999999999997
Overpayment,PRV059,80053,VA,2024-06,Lab,above_120_percent,52,1.294729993493819,4.529999999999999,235.55999999999997
Overpayment,PRV032,71046,NC,2025-08,Imaging,above_120_percent,14,1.511422479439537,16.79,235.06
Overpayment,PRV031,80053,PA,2024-07,Lab,above_120_percent,61,1.276183644189383,3.8499999999999996,234.84999999999997
Overpayment,PRV018,93000,VA,2024-12,Diagnostic,above_120_percent,23,1.4279128248114,10.21,234.83
Overpayment,PRV020,71046,NC,2025-12,Imaging,above_120_percent,18,1.3946731234866827,13.04,234.71999999999997
Overpayment,PRV004,93000,FL,2025-05,Diagnostic,above_120_percent,19,1.5341695501730102,12.349999999999998,234.64999999999995
Overpayment,PRV008,71046,PA,2024-03,Imaging,above_120_percent,21,1.31923406687625,11.169999999999995,234.56999999999988
Overpayment,PRV028,93000,VA,2025-12,Diagnostic,above_120_percent,26,1.3780385582564965,9.020000000000003,234.5200000000001
Overpayment,PRV057,71046,MD,2025-08,Imaging,above_120_percent,24,1.2957021791767556,9.770000000000003,234.48000000000008
Overpayment,PRV007,80053,FL,2025-03,Lab,above_120_percent,53,1.319595083152567,4.42,234.26
Overpayment,PRV033,71046,FL,2024-10,Imaging,above_120_percent,18,1.3718205201486138,13.009999999999998,234.17999999999995
Overpayment,PRV051,93000,VA,2025-06,Diagnostic,above_120_percent,22,1.4244116473873156,10.64,234.08
Overpayment,PRV041,71046,NC,2025-09,Imaging,above_120_percent,24,1.2950968523002422,9.75,234.0
Overpayment,PRV030,80053,NC,2025-11,Lab,above_120_percent,48,1.3493543758967002,4.869999999999999,233.75999999999996
Overpayment,PRV046,71046,NC,2025-03,Imaging,above_120_percent,21,1.3164628945123684,11.129999999999995,233.7299999999999
Overpayment,PRV034,71046,PA,2025-05,Imaging,above_120_percent,28,1.2374715261959,8.340000000000003,233.5200000000001
Overpayment,PRV036,71046,VA,2024-04,Imaging,above_120_percent,21,1.3175192912260645,11.11,233.31
Overpayment,PRV016,80053,PA,2025-11,Lab,above_120_percent,44,1.3538050734312417,5.300000000000001,233.20000000000005
Overpayment,PRV016,80053,PA,2025-08,Lab,above_120_percent,43,1.3526350032530905,5.42,233.06
Overpayment,PRV051,80053,VA,2024-02,Lab,above_120_percent,41,1.4290030211480365,5.6800000000000015,232.88000000000005
Overpayment,PRV051,71046,VA,2024-10,Imaging,above_120_percent,20,1.3309638896787035,11.64,232.8
Overpayment,PRV006,80053,VA,2025-05,Lab,above_120_percent,44,1.3441769681197138,5.290000000000001,232.76000000000005
Overpayment,PRV033,71046,FL,2025-05,Imaging,above_120_percent,18,1.3681662870159454,12.93,232.74
Overpayment,PRV020,80053,NC,2024-08,Lab,above_120_percent,52,1.2908262849707222,4.470000000000001,232.44000000000003
Overpayment,PRV012,80053,VA,2025-04,Lab,above_120_percent,55,1.2745608327911517,4.220000000000001,232.10000000000002
Overpayment,PRV051,80053,VA,2025-07,Lab,above_120_percent,40,1.4153515064562412,5.790000000000001,231.60000000000002
Overpayment,PRV033,80053,FL,2024-05,Lab,above_120_percent,44,1.3814358230601886,5.260000000000002,231.44000000000005
Overpayment,PRV008,71046,PA,2024-10,Imaging,above_120_percent,20,1.3524215656411818,11.57,231.4
Overpayment,PRV043,93000,NC,2025-03,Diagnostic,above_120_percent,25,1.390625,9.25,231.25
Overpayment,PRV023,71046,MD,2025-03,Imaging,above_120_percent,24,1.2716502115655852,9.629999999999995,231.1199999999999
Overpayment,PRV017,71046,VA,2024-08,Imaging,above_120_percent,18,1.3908010965580262,12.829999999999998,230.93999999999997
Overpayment,PRV057,71046,MD,2025-12,Imaging,above_120_percent,16,1.439537008833384,14.43,230.88
Overpayment,PRV041,71046,NC,2024-10,Imaging,above_120_percent,20,1.3298085167190625,11.54,230.79999999999998
Overpayment,PRV046,71046,NC,2024-08,Imaging,above_120_percent,18,1.3904964971063052,12.82,230.76
Overpayment,PRV059,80053,VA,2025-03,Lab,above_120_percent,38,1.3949251789199741,6.070000000000002,230.66000000000008
Overpayment,PRV002,93000,NC,2025-07,Diagnostic,above_120_percent,20,1.4987024221453287,11.529999999999998,230.59999999999997
Overpayment,PRV021,80053,FL,2024-07,Lab,above_120_percent,39,1.384515289525049,5.910000000000002,230.49000000000007
Overpayment,PRV008,71046,PA,2025-09,Imaging,above_120_percent,17,1.4088983050847457,13.509999999999998,229.66999999999996
Overpayment,PRV059,80053,VA,2025-07,Lab,above_120_percent,51,1.3263234227701233,4.5,229.5
Overpayment,PRV008,71046,PA,2024-09,Imaging,above_120_percent,16,1.407744874715262,14.32,229.12
Overpayment,PRV057,71046,MD,2025-11,Imaging,above_120_percent,25,1.279013097776424,9.160000000000004,229.00000000000009
Overpayment,PRV017,71046,VA,2024-10,Imaging,above_120_percent,15,1.4342255125284737,15.25,228.75
Overpayment,PRV008,71046,PA,2025-12,Imaging,above_120_percent,24,1.2902832774901005,9.530000000000001,228.72000000000003
Overpayment,PRV054,80053,PA,2024-08,Lab,above_120_percent,54,1.3034433285509328,4.230000000000002,228.42000000000013
Overpayment,PRV032,71046,NC,2025-03,Imaging,above_120_percent,23,1.300544794188862,9.93,228.39
Overpayment,PRV046,80053,NC,2025-11,Lab,above_120_percent,52,1.3315709969788518,4.389999999999999,228.27999999999994
Overpayment,PRV046,71046,NC,2025-05,Imaging,above_120_percent,18,1.3576868829337094,12.68,228.24
Overpayment,PRV017,93000,VA,2025-05,Diagnostic,above_120_percent,20,1.4777870913663034,11.399999999999999,227.99999999999997
Overpayment,PRV005,71046,PA,2025-03,Imaging,above_120_percent,23,1.2817742394085867,9.909999999999997,227.92999999999992
Overpayment,PRV043,71046,NC,2024-06,Imaging,above_120_percent,19,1.3628934624697338,11.990000000000002,227.81000000000003
Overpayment,PRV004,93000,FL,2025-06,Diagnostic,above_120_percent,20,1.4539289988033508,11.380000000000003,227.60000000000005
Overpayment,PRV002,80053,NC,2024-12,Lab,above_120_percent,40,1.4114244396240057,5.6899999999999995,227.59999999999997
Overpayment,PRV018,80053,VA,2024-06,Lab,above_120_percent,48,1.3083929733246584,4.74,227.52
Overpayment,PRV046,93000,NC,2025-09,Diagnostic,above_120_percent,24,1.4003378378378377,9.479999999999997,227.51999999999992
Overpayment,PRV004,71046,FL,2025-03,Imaging,above_120_percent,13,1.5330490405117272,17.5,227.5
Overpayment,PRV053,80053,NY,2025-01,Lab,above_120_percent,57,1.2595966167859467,3.99,227.43
Overpayment,PRV060,80053,MD,2025-08,Lab,above_120_percent,55,1.2962697274031565,4.130000000000001,227.15000000000003
Overpayment,PRV033,80053,FL,2024-01,Lab,above_120_percent,51,1.3361027190332326,4.450000000000001,226.95000000000005
Overpayment,PRV016,71046,PA,2025-04,Imaging,above_120_percent,21,1.328358208955224,10.780000000000001,226.38000000000002
Overpayment,PRV018,71046,VA,2024-04,Imaging,above_120_percent,19,1.3604721549636805,11.910000000000004,226.29000000000008
Overpayment,PRV020,80053,NC,2025-09,Lab,above_120_percent,54,1.272608978529603,4.1899999999999995,226.25999999999996
Overpayment,PRV041,71046,NC,2025-10,Imaging,above_120_percent,19,1.3601694915254237,11.899999999999999,226.09999999999997
Overpayment,PRV021,93000,FL,2025-08,Diagnostic,above_120_percent,19,1.514273356401384,11.889999999999997,225.90999999999994
Overpayment,PRV004,71046,FL,2024-12,Imaging,above_120_percent,21,1.3050895649701448,10.729999999999997,225.32999999999993
Overpayment,PRV002,80053,NC,2024-05,Lab,above_120_percent,44,1.3672883787661405,5.119999999999999,225.27999999999997
Overpayment,PRV041,71046,NC,2024-02,Imaging,above_120_percent,24,1.2645980253878701,9.379999999999995,225.1199999999999
Overpayment,PRV053,80053,NY,2024-01,Lab,above_120_percent,51,1.3163558106169297,4.410000000000002,224.9100000000001
Overpayment,PRV004,80053,FL,2024-02,Lab,above_120_percent,44,1.3694866232827188,5.110000000000001,224.84000000000006
Overpayment,PRV044,71046,MD,2025-05,Imaging,above_120_percent,18,1.356959131180337,12.489999999999995,224.8199999999999
Overpayment,PRV041,80053,NC,2024-02,Lab,above_120_percent,54,1.3016678752719362,4.16,224.64000000000001
Overpayment,PRV017,93000,VA,2024-11,Diagnostic,above_120_percent,20,1.5277777777777781,11.210000000000004,224.2000000000001
Overpayment,PRV060,71046,MD,2025-12,Imaging,above_120_percent,26,1.2451594533029613,8.61,223.85999999999999
Overpayment,PRV008,80053,PA,2024-10,Lab,above_120_percent,41,1.3947939262472884,5.459999999999999,223.85999999999996
Overpayment,PRV008,71046,PA,2024-10,Imaging,above_120_percent,18,1.3506346967559943,12.43,223.74
Overpayment,PRV044,71046,MD,2024-07,Imaging,above_120_percent,21,1.3028148990617003,10.649999999999999,223.64999999999998
Overpayment,PRV041,80053,NC,2025-08,Lab,above_120_percent,47,1.3407460545193688,4.750000000000002,223.25000000000009
Overpayment,PRV008,93000,PA,2024-08,Diagnostic,above_120_percent,21,1.4962651727357608,10.629999999999995,223.2299999999999
Overpayment,PRV028,71046,VA,2024-12,Imaging,above_120_percent,23,1.2935835351089588,9.700000000000003,223.10000000000008
Overpayment,PRV018,93000,VA,2024-05,Diagnostic,above_120_percent,26,1.3619087837837838,8.57,222.82
Overpayment,PRV002,80053,NC,2024-08,Lab,above_120_percent,40,1.4199395770392749,5.5600000000000005,222.40000000000003
Overpayment,PRV031,80053,PA,2025-12,Lab,above_120_percent,35,1.4591467823571944,6.35,222.25
Overpayment,PRV031,80053,PA,2024-04,Lab,above_120_percent,42,1.3441769681197138,5.290000000000001,222.18000000000004
Overpayment,PRV044,71046,MD,2024-02,Imaging,above_120_percent,18,1.3734866828087169,12.340000000000003,222.12000000000006
Overpayment,PRV057,80053,MD,2024-05,Lab,above_120_percent,52,1.2778139232270658,4.270000000000001,222.04000000000008
Overpayment,PRV041,80053,NC,2025-08,Lab,above_120_percent,43,1.3701578192252513,5.160000000000002,221.88000000000008
Overpayment,PRV005,80053,PA,2025-07,Lab,above_120_percent,45,1.3575054387237129,4.93,221.85
Overpayment,PRV018,93000,VA,2025-05,Diagnostic,above_120_percent,20,1.4796712802768166,11.09,221.8
Overpayment,PRV018,93000,VA,2025-09,Diagnostic,above_120_percent,21,1.4929971988795516,10.559999999999999,221.75999999999996
Overpayment,PRV043,93000,NC,2025-03,Diagnostic,above_120_percent,14,1.6634534786253143,15.829999999999998,221.61999999999998
Overpayment,PRV057,80053,MD,2025-05,Lab,above_120_percent,50,1.2957276368491322,4.43,221.5
Overpayment,PRV033,80053,FL,2025-12,Lab,above_120_percent,41,1.391588107324148,5.400000000000002,221.4000000000001
Overpayment,PRV002,71046,NC,2025-08,Imaging,above_120_percent,20,1.3371915930551326,11.07,221.4
Overpayment,PRV032,71046,NC,2025-12,Imaging,above_120_percent,18,1.3466854724964739,12.29,221.21999999999997
Overpayment,PRV059,71046,VA,2025-10,Imaging,above_120_percent,19,1.3523002421307506,11.64,221.16000000000003
Overpayment,PRV043,71046,NC,2024-01,Imaging,above_120_percent,14,1.4498428122320661,15.739999999999995,220.35999999999993
Overpayment,PRV043,71046,NC,2025-02,Imaging,above_120_percent,13,1.5127118644067796,16.939999999999998,220.21999999999997
Overpayment,PRV016,80053,PA,2025-05,Lab,above_120_percent,49,1.3391238670694865,4.49,220.01000000000002
Overpayment,PRV041,71046,NC,2024-04,Imaging,above_120_percent,18,1.3486710488711058,12.199999999999996,219.5999999999999
Overpayment,PRV020,71046,NC,2025-07,Imaging,above_120_percent,24,1.2612174907116318,9.14,219.36
Overpayment,PRV018,80053,VA,2024-09,Lab,above_120_percent,43,1.33181522446324,5.1,219.29999999999998
Overpayment,PRV044,80053,MD,2024-09,Lab,above_120_percent,49,1.3241479332849893,4.470000000000002,219.03000000000011
Overpayment,PRV054,80053,PA,2024-07,Lab,above_120_percent,38,1.3747560182173064,5.76,218.88
Overpayment,PRV021,80053,FL,2025-08,Lab,above_120_percent,44,1.3604060913705587,4.970000000000002,218.68000000000012
Overpayment,PRV043,80053,NC,2024-07,Lab,above_120_percent,41,1.3558077436582108,5.329999999999998,218.52999999999992
Overpayment,PRV031,80053,PA,2025-04,Lab,above_120_percent,57,1.2491867273910215,3.83,218.31
Overpayment,PRV008,80053,PA,2025-04,Lab,above_120_percent,34,1.4285714285714284,6.419999999999998,218.27999999999994
Overpayment,PRV028,93000,VA,2024-11,Diagnostic,above_120_percent,20,1.5093370681605973,10.909999999999997,218.19999999999993
Overpayment,PRV043,93000,NC,2025-06,Diagnostic,above_120_percent,18,1.5706214689265539,12.120000000000001,218.16000000000003
Overpayment,PRV023,71046,MD,2024-06,Imaging,above_120_percent,23,1.2674188998589562,9.479999999999997,218.03999999999994
Overpayment,PRV002,80053,NC,2024-09,Lab,above_120_percent,39,1.4010043041606888,5.590000000000002,218.01000000000008
Overpayment,PRV044,93000,MD,2025-08,Diagnostic,above_120_percent,24,1.4265536723163843,9.060000000000002,217.44000000000005
Overpayment,PRV020,71046,NC,2024-02,Imaging,above_120_percent,26,1.2530266343825667,8.36,217.35999999999999
Overpayment,PRV008,80053,PA,2025-12,Lab,above_120_percent,40,1.3895265423242469,5.4300000000000015,217.20000000000005
Overpayment,PRV023,80053,MD,2025-07,Lab,above_120_percent,51,1.3073029645697758,4.249999999999998,216.74999999999991
Overpayment,PRV018,71046,VA,2024-02,Imaging,above_120_percent,22,1.2804669703872438,9.850000000000001,216.70000000000005
Overpayment,PRV021,80053,FL,2024-09,Lab,above_120_percent,41,1.3828861493836113,5.280000000000001,216.48000000000005
Overpayment,PRV043,80053,NC,2024-02,Lab,above_120_percent,53,1.2926829268292683,4.08,216.24
Overpayment,PRV018,80053,VA,2025-05,Lab,above_120_percent,55,1.2849891225525742,3.9299999999999997,216.14999999999998
Overpayment,PRV030,80053,NC,2024-08,Lab,above_120_percent,63,1.2231620039037086,3.4300000000000015,216.0900000000001
Overpayment,PRV008,80053,PA,2025-01,Lab,above_120_percent,39,1.4017403915881073,5.539999999999999,216.05999999999997
Overpayment,PRV043,80053,NC,2024-12,Lab,above_120_percent,43,1.379154078549849,5.020000000000001,215.86000000000007
Overpayment,PRV046,71046,NC,2024-06,Imaging,above_120_percent,19,1.3231776765375856,11.350000000000001,215.65000000000003
Overpayment,PRV054,71046,PA,2025-06,Imaging,above_120_percent,19,1.3231776765375856,11.350000000000001,215.65000000000003
Overpayment,PRV018,71046,VA,2025-06,Imaging,above_120_percent,20,1.3080880251500429,10.780000000000001,215.60000000000002
Overpayment,PRV017,80053,VA,2024-09,Lab,above_120_percent,48,1.2990654205607477,4.48,215.04000000000002
Overpayment,PRV033,93000,FL,2025-09,Diagnostic,above_120_percent,24,1.418300653594771,8.959999999999997,215.03999999999994
Overpayment,PRV059,71046,VA,2025-06,Imaging,above_120_percent,18,1.3613801452784502,11.939999999999998,214.91999999999996
Overpayment,PRV043,93000,NC,2024-01,Diagnostic,above_120_percent,30,1.3370998116760828,7.16,214.8
Overpayment,PRV032,80053,NC,2025-06,Lab,above_120_percent,52,1.2994923857868022,4.130000000000003,214.76000000000013
Overpayment,PRV046,80053,NC,2024-10,Lab,above_120_percent,51,1.305293691080493,4.210000000000001,214.71000000000004
Overpayment,PRV059,80053,VA,2025-02,Lab,above_120_percent,55,1.2537410540013012,3.9000000000000004,214.50000000000003
Overpayment,PRV004,80053,FL,2025-06,Lab,above_120_percent,37,1.4373111782477341,5.790000000000001,214.23000000000005
Overpayment,PRV004,71046,FL,2025-01,Imaging,above_120_percent,14,1.4372677907973705,15.299999999999997,214.19999999999996
Overpayment,PRV051,71046,VA,2025-01,Imaging,above_120_percent,17,1.3834907097167226,12.590000000000003,214.03000000000006
Overpayment,PRV017,93000,VA,2025-05,Diagnostic,above_120_percent,15,1.6167820069204153,14.260000000000002,213.90000000000003
