provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,70551,MRI brain without contrast,Imaging,250.66,240.6,435.02,21,2024-03-01,Case Rate,Commercial HMO,227.36,simulated_cms_style_fee_schedule,2024-03-01,5052.599999999999,4774.56
PRV045,Provider Network 45,Physician Group,NC,NC Locality,A0429,Ambulance basic life support,Emergency,335.63,323.76,418.88,24,2025-06-01,Fee Schedule,Commercial PPO,298.33,simulated_cms_style_fee_schedule,2025-06-01,7770.24,7159.92
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,414.25,414.25,496.12,18,2025-08-01,Fee Schedule,Commercial PPO,396.82,simulated_cms_style_fee_schedule,2025-08-01,7456.5,7142.76
PRV001,Provider Network 01,Physician Group,FL,FL Locality,71046,Chest x-ray two views,Imaging,32.47,30.28,51.69,21,2025-05-01,Negotiated Commercial,Medicare Advantage,33.04,simulated_cms_style_fee_schedule,2025-05-01,635.88,693.84
PRV058,Provider Network 58,Physician Group,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,15.58,15.24,22.25,58,2025-04-01,Negotiated Commercial,Commercial PPO,13.79,simulated_cms_style_fee_schedule,2025-04-01,883.92,799.8199999999999
PRV010,Provider Network 10,Physician Group,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,376.31,341.16,645.59,18,2024-04-01,Percent of Medicare,Commercial HMO,369.24,simulated_cms_style_fee_schedule,2024-04-01,6140.88,6646.32
PRV036,Provider Network 36,Physician Group,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,25.52,22.8,38.07,15,2025-03-01,Percent of Medicare,Exchange,23.68,simulated_cms_style_fee_schedule,2025-03-01,342.0,355.2
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,85.73,78.04,114.28,12,2024-06-01,Case Rate,Commercial PPO,112.06,simulated_cms_style_fee_schedule,2024-06-01,936.48,1344.72
PRV056,Provider Network 56,Physician Group,NY,NY Locality,45378,Diagnostic colonoscopy,Outpatient,335.13,300.21,548.48,25,2024-06-01,Case Rate,Exchange,417.19,simulated_cms_style_fee_schedule,2024-06-01,7505.249999999999,10429.75
PRV045,Provider Network 45,Physician Group,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1533.66,1495.14,1610.34,22,2025-09-01,Case Rate,Exchange,1324.33,simulated_cms_style_fee_schedule,2025-09-01,32893.08,29135.26
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,20.17,20.17,24.56,17,2025-03-01,Negotiated Commercial,Commercial PPO,23.86,simulated_cms_style_fee_schedule,2025-03-01,342.89000000000004,405.62
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1449.57,1384.47,1871.13,21,2025-12-01,Case Rate,Exchange,1165.98,simulated_cms_style_fee_schedule,2025-12-01,29073.87,24485.58
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,87.58,81.35,91.96,10,2024-11-01,Percent of Medicare,Medicare Advantage,115.62,simulated_cms_style_fee_schedule,2024-11-01,813.5,1156.2
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99213,Office/outpatient established visit,Professional,75.56,70.47,123.98,116,2024-09-01,Fee Schedule,Commercial HMO,77.64,simulated_cms_style_fee_schedule,2024-09-01,8174.5199999999995,9006.24
PRV048,Provider Network 48,Lab,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,158.79,149.97,212.2,86,2025-12-01,Fee Schedule,Medicare Advantage,141.29,simulated_cms_style_fee_schedule,2025-12-01,12897.42,12150.939999999999
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,284.8,284.8,458.2,13,2025-03-01,Case Rate,Commercial HMO,275.26,simulated_cms_style_fee_schedule,2025-03-01,3702.4,3578.38
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,17.18,16.66,29.84,44,2025-09-01,Percent of Medicare,Commercial PPO,13.24,simulated_cms_style_fee_schedule,2025-09-01,733.04,582.5600000000001
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,311.64,311.64,581.78,18,2024-02-01,Percent of Medicare,Commercial HMO,369.24,simulated_cms_style_fee_schedule,2024-02-01,5609.5199999999995,6646.32
PRV007,Provider Network 07,Physician Group,FL,FL Locality,71046,Chest x-ray two views,Imaging,38.07,35.03,66.6,13,2025-01-01,Percent of Medicare,Commercial HMO,32.83,simulated_cms_style_fee_schedule,2025-01-01,455.39,426.78999999999996
PRV018,Provider Network 18,Physician Group,VA,VA Locality,A0429,Ambulance basic life support,Emergency,448.41,414.66,515.44,16,2025-08-01,Fee Schedule,Exchange,334.01,simulated_cms_style_fee_schedule,2025-08-01,6634.56,5344.16
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,21.22,20.01,28.1,17,2025-08-01,Negotiated Commercial,Medicare Advantage,21.24,simulated_cms_style_fee_schedule,2025-08-01,340.17,361.08
PRV016,Provider Network 16,Imaging Center,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,14.27,12.8,15.92,47,2025-06-01,Negotiated Commercial,Commercial HMO,13.24,simulated_cms_style_fee_schedule,2025-06-01,601.6,622.28
PRV048,Provider Network 48,Lab,NY,NY Locality,99213,Office/outpatient established visit,Professional,93.05,89.92,122.88,72,2024-04-01,Case Rate,Commercial PPO,94.24,simulated_cms_style_fee_schedule,2024-04-01,6474.24,6785.28
PRV028,Provider Network 28,Lab,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,31.27,28.35,59.93,18,2025-02-01,Percent of Medicare,Exchange,23.86,simulated_cms_style_fee_schedule,2025-02-01,510.3,429.48
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,93000,Electrocardiogram complete,Diagnostic,20.39,17.93,33.13,26,2024-03-01,Case Rate,Exchange,23.86,simulated_cms_style_fee_schedule,2024-03-01,466.18,620.36
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,463.48,463.48,833.66,12,2025-08-01,Percent of Medicare,Commercial HMO,396.82,simulated_cms_style_fee_schedule,2025-08-01,5561.76,4761.84
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,16.2,15.93,19.69,49,2025-04-01,Fee Schedule,Commercial PPO,13.79,simulated_cms_style_fee_schedule,2025-04-01,780.5699999999999,675.7099999999999
PRV046,Provider Network 46,Lab,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,31.04,29.56,46.51,11,2024-05-01,Negotiated Commercial,Medicare Advantage,23.12,simulated_cms_style_fee_schedule,2024-05-01,325.15999999999997,254.32000000000002
PRV037,Provider Network 37,Lab,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,12.85,12.41,21.84,50,2025-06-01,Negotiated Commercial,Commercial PPO,14.98,simulated_cms_style_fee_schedule,2025-06-01,620.5,749.0
PRV056,Provider Network 56,Physician Group,NY,NY Locality,70551,MRI brain without contrast,Imaging,199.82,192.23,259.38,13,2025-06-01,Fee Schedule,Exchange,219.7,simulated_cms_style_fee_schedule,2025-06-01,2498.99,2856.1
PRV053,Provider Network 53,Hospital Outpatient,NY,NY Locality,45378,Diagnostic colonoscopy,Outpatient,477.02,441.39,712.69,17,2024-02-01,Fee Schedule,Exchange,396.98,simulated_cms_style_fee_schedule,2024-02-01,7503.63,6748.66
PRV046,Provider Network 46,Lab,NC,NC Locality,A0429,Ambulance basic life support,Emergency,297.03,296.77,530.59,17,2024-03-01,Percent of Medicare,Commercial HMO,288.53,simulated_cms_style_fee_schedule,2024-03-01,5045.09,4905.009999999999
PRV037,Provider Network 37,Lab,VA,VA Locality,99213,Office/outpatient established visit,Professional,75.35,74.29,135.65,98,2024-05-01,Percent of Medicare,Commercial HMO,97.52,simulated_cms_style_fee_schedule,2024-05-01,7280.420000000001,9556.96
PRV018,Provider Network 18,Physician Group,VA,VA Locality,J3490,Unclassified drug,Pharmacy,153.81,148.15,258.74,16,2024-02-01,Case Rate,Exchange,117.66,simulated_cms_style_fee_schedule,2024-02-01,2370.4,1882.56
PRV025,Provider Network 25,Imaging Center,NY,NY Locality,80053,Comprehensive metabolic panel,Lab,11.67,10.19,17.97,44,2025-01-01,Fee Schedule,Exchange,13.83,simulated_cms_style_fee_schedule,2025-01-01,448.35999999999996,608.52
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,J3490,Unclassified drug,Pharmacy,131.05,114.71,206.73,19,2025-10-01,Fee Schedule,Commercial HMO,121.25,simulated_cms_style_fee_schedule,2025-10-01,2179.49,2303.75
PRV023,Provider Network 23,Physician Group,MD,MD Locality,99213,Office/outpatient established visit,Professional,101.65,96.73,129.17,72,2024-02-01,Fee Schedule,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2024-02-01,6964.56,7021.44
PRV056,Provider Network 56,Physician Group,NY,NY Locality,27447,Total knee arthroplasty,Surgery,931.48,915.56,1881.33,13,2025-03-01,Negotiated Commercial,Commercial HMO,1165.98,simulated_cms_style_fee_schedule,2025-03-01,11902.279999999999,15157.74
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,A0429,Ambulance basic life support,Emergency,307.42,272.59,377.59,18,2024-11-01,Percent of Medicare,Medicare Advantage,294.16,simulated_cms_style_fee_schedule,2024-11-01,4906.62,5294.88
PRV007,Provider Network 07,Physician Group,FL,FL Locality,99213,Office/outpatient established visit,Professional,111.12,108.34,208.23,70,2025-09-01,Negotiated Commercial,Commercial PPO,97.52,simulated_cms_style_fee_schedule,2025-09-01,7583.8,6826.4
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,386.37,350.89,412.88,14,2024-12-01,Fee Schedule,Medicare Advantage,396.98,simulated_cms_style_fee_schedule,2024-12-01,4912.46,5557.72
PRV058,Provider Network 58,Physician Group,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,166.38,157.77,246.54,104,2025-05-01,Case Rate,Commercial PPO,133.35,simulated_cms_style_fee_schedule,2025-05-01,16408.08,13868.4
PRV053,Provider Network 53,Hospital Outpatient,NY,NY Locality,A0429,Ambulance basic life support,Emergency,341.28,315.46,561.16,14,2025-11-01,Case Rate,Commercial PPO,288.53,simulated_cms_style_fee_schedule,2025-11-01,4416.44,4039.4199999999996
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,513.25,469.29,701.84,15,2024-04-01,Percent of Medicare,Exchange,393.64,simulated_cms_style_fee_schedule,2024-04-01,7039.35,5904.599999999999
PRV028,Provider Network 28,Lab,VA,VA Locality,A0429,Ambulance basic life support,Emergency,340.71,314.65,400.0,19,2024-08-01,Case Rate,Commercial HMO,298.33,simulated_cms_style_fee_schedule,2024-08-01,5978.349999999999,5668.2699999999995
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,J3490,Unclassified drug,Pharmacy,138.34,131.77,185.88,14,2024-07-01,Case Rate,Commercial HMO,112.06,simulated_cms_style_fee_schedule,2024-07-01,1844.7800000000002,1568.8400000000001
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,13.97,13.81,20.78,48,2024-05-01,Percent of Medicare,Medicare Advantage,14.98,simulated_cms_style_fee_schedule,2024-05-01,662.88,719.04
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,71046,Chest x-ray two views,Imaging,54.88,49.84,87.33,15,2025-04-01,Case Rate,Commercial HMO,32.83,simulated_cms_style_fee_schedule,2025-04-01,747.6,492.45
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1151.12,1055.61,1749.02,15,2024-01-01,Percent of Medicare,Medicare Advantage,1304.32,simulated_cms_style_fee_schedule,2024-01-01,15834.149999999998,19564.8
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,161.78,154.2,255.76,98,2024-10-01,Negotiated Commercial,Medicare Advantage,141.29,simulated_cms_style_fee_schedule,2024-10-01,15111.599999999999,13846.42
PRV045,Provider Network 45,Physician Group,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,18.73,17.83,30.59,57,2024-03-01,Negotiated Commercial,Commercial PPO,14.98,simulated_cms_style_fee_schedule,2024-03-01,1016.31,853.86
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,99213,Office/outpatient established visit,Professional,102.25,91.26,175.61,72,2025-03-01,Negotiated Commercial,Commercial HMO,82.42,simulated_cms_style_fee_schedule,2025-03-01,6570.72,5934.24
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,J3490,Unclassified drug,Pharmacy,108.02,90.26,154.94,12,2025-07-01,Percent of Medicare,Commercial HMO,112.06,simulated_cms_style_fee_schedule,2025-07-01,1083.1200000000001,1344.72
PRV058,Provider Network 58,Physician Group,MD,MD Locality,93000,Electrocardiogram complete,Diagnostic,25.28,22.28,41.33,16,2024-12-01,Fee Schedule,Commercial PPO,23.86,simulated_cms_style_fee_schedule,2024-12-01,356.48,381.76
PRV007,Provider Network 07,Physician Group,FL,FL Locality,71046,Chest x-ray two views,Imaging,50.12,45.52,62.94,21,2024-11-01,Fee Schedule,Medicare Advantage,32.83,simulated_cms_style_fee_schedule,2024-11-01,955.9200000000001,689.43
PRV053,Provider Network 53,Hospital Outpatient,NY,NY Locality,71046,Chest x-ray two views,Imaging,44.98,41.75,51.61,15,2024-11-01,Case Rate,Commercial PPO,34.99,simulated_cms_style_fee_schedule,2024-11-01,626.25,524.85
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,80053,Comprehensive metabolic panel,Lab,21.49,20.75,30.81,47,2024-05-01,Negotiated Commercial,Exchange,15.37,simulated_cms_style_fee_schedule,2024-05-01,975.25,722.39
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,293.92,256.95,683.75,15,2024-10-01,Negotiated Commercial,Medicare Advantage,417.19,simulated_cms_style_fee_schedule,2024-10-01,3854.25,6257.85
PRV036,Provider Network 36,Physician Group,VA,VA Locality,A0429,Ambulance basic life support,Emergency,384.45,354.27,594.59,26,2025-11-01,Negotiated Commercial,Medicare Advantage,298.33,simulated_cms_style_fee_schedule,2025-11-01,9211.02,7756.58
PRV022,Provider Network 22,Hospital Outpatient,PA,PA Locality,70551,MRI brain without contrast,Imaging,248.16,246.01,436.77,31,2024-01-01,Fee Schedule,Exchange,246.58,simulated_cms_style_fee_schedule,2024-01-01,7626.3099999999995,7643.9800000000005
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,J3490,Unclassified drug,Pharmacy,144.66,131.29,267.13,22,2025-07-01,Negotiated Commercial,Exchange,117.66,simulated_cms_style_fee_schedule,2025-07-01,2888.3799999999997,2588.52
PRV012,Provider Network 12,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,136.39,133.22,200.78,82,2024-04-01,Fee Schedule,Exchange,133.35,simulated_cms_style_fee_schedule,2024-04-01,10924.039999999999,10934.699999999999
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,A0429,Ambulance basic life support,Emergency,333.87,322.34,641.5,20,2024-03-01,Fee Schedule,Commercial PPO,347.07,simulated_cms_style_fee_schedule,2024-03-01,6446.799999999999,6941.4
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,130.05,127.86,217.67,104,2024-07-01,Case Rate,Commercial HMO,133.35,simulated_cms_style_fee_schedule,2024-07-01,13297.44,13868.4
PRV019,Provider Network 19,Lab,NY,NY Locality,99213,Office/outpatient established visit,Professional,105.31,95.25,191.97,72,2024-07-01,Fee Schedule,Exchange,98.92,simulated_cms_style_fee_schedule,2024-07-01,6858.0,7122.24
PRV056,Provider Network 56,Physician Group,NY,NY Locality,99213,Office/outpatient established visit,Professional,58.79,54.69,94.02,92,2024-08-01,Negotiated Commercial,Commercial HMO,84.35,simulated_cms_style_fee_schedule,2024-08-01,5031.48,7760.2
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,93000,Electrocardiogram complete,Diagnostic,28.91,26.38,46.64,20,2025-09-01,Case Rate,Exchange,23.86,simulated_cms_style_fee_schedule,2025-09-01,527.6,477.2
PRV055,Provider Network 55,Ambulatory Surgery,NY,NY Locality,J3490,Unclassified drug,Pharmacy,106.84,104.75,203.67,29,2025-10-01,Percent of Medicare,Commercial PPO,117.66,simulated_cms_style_fee_schedule,2025-10-01,3037.75,3412.14
PRV056,Provider Network 56,Physician Group,NY,NY Locality,80053,Comprehensive metabolic panel,Lab,10.79,10.04,15.42,52,2025-05-01,Fee Schedule,Commercial PPO,14.98,simulated_cms_style_fee_schedule,2025-05-01,522.0799999999999,778.96
PRV036,Provider Network 36,Physician Group,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,422.16,392.64,689.42,21,2024-04-01,Percent of Medicare,Medicare Advantage,396.98,simulated_cms_style_fee_schedule,2024-04-01,8245.44,8336.58
PRV010,Provider Network 10,Physician Group,PA,PA Locality,71046,Chest x-ray two views,Imaging,38.56,32.09,60.7,22,2025-11-01,Case Rate,Medicare Advantage,33.04,simulated_cms_style_fee_schedule,2025-11-01,705.98,726.88
PRV010,Provider Network 10,Physician Group,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,140.62,121.76,222.87,92,2025-09-01,Negotiated Commercial,Medicare Advantage,133.35,simulated_cms_style_fee_schedule,2025-09-01,11201.92,12268.199999999999
PRV018,Provider Network 18,Physician Group,VA,VA Locality,71046,Chest x-ray two views,Imaging,44.97,43.69,77.59,22,2024-02-01,Negotiated Commercial,Medicare Advantage,35.12,simulated_cms_style_fee_schedule,2024-02-01,961.18,772.64
PRV035,Provider Network 35,Lab,FL,FL Locality,93000,Electrocardiogram complete,Diagnostic,26.57,25.7,43.43,17,2024-10-01,Negotiated Commercial,Exchange,25.07,simulated_cms_style_fee_schedule,2024-10-01,436.9,426.19
PRV010,Provider Network 10,Physician Group,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,23.87,22.4,36.65,19,2025-07-01,Fee Schedule,Medicare Advantage,21.24,simulated_cms_style_fee_schedule,2025-07-01,425.59999999999997,403.55999999999995
PRV028,Provider Network 28,Lab,VA,VA Locality,70551,MRI brain without contrast,Imaging,302.95,302.95,598.2,20,2024-03-01,Negotiated Commercial,Exchange,227.36,simulated_cms_style_fee_schedule,2024-03-01,6059.0,4547.200000000001
PRV007,Provider Network 07,Physician Group,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,446.23,410.44,736.74,23,2024-02-01,Percent of Medicare,Commercial PPO,396.98,simulated_cms_style_fee_schedule,2024-02-01,9440.12,9130.54
PRV033,Provider Network 33,Physician Group,FL,FL Locality,70551,MRI brain without contrast,Imaging,325.98,312.9,454.73,20,2025-03-01,Fee Schedule,Commercial HMO,256.22,simulated_cms_style_fee_schedule,2025-03-01,6258.0,5124.400000000001
PRV002,Provider Network 02,Imaging Center,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,26.43,25.22,41.16,23,2024-09-01,Case Rate,Commercial HMO,25.07,simulated_cms_style_fee_schedule,2024-09-01,580.06,576.61
PRV043,Provider Network 43,Imaging Center,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,628.4,610.67,977.71,22,2024-11-01,Percent of Medicare,Commercial HMO,397.24,simulated_cms_style_fee_schedule,2024-11-01,13434.74,8739.28
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1847.25,1778.62,2616.5,30,2025-07-01,Percent of Medicare,Commercial PPO,1304.32,simulated_cms_style_fee_schedule,2025-07-01,53358.6,39129.6
PRV012,Provider Network 12,Lab,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,26.12,23.12,37.68,12,2025-02-01,Case Rate,Medicare Advantage,23.86,simulated_cms_style_fee_schedule,2025-02-01,277.44,286.32
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,110.22,97.93,168.14,22,2025-06-01,Negotiated Commercial,Exchange,120.81,simulated_cms_style_fee_schedule,2025-06-01,2154.46,2657.82
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,J3490,Unclassified drug,Pharmacy,112.75,104.51,189.35,22,2024-04-01,Case Rate,Commercial HMO,117.66,simulated_cms_style_fee_schedule,2024-04-01,2299.2200000000003,2588.52
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1804.41,1729.45,2292.87,25,2024-01-01,Negotiated Commercial,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-01-01,43236.25,30965.249999999996
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,22.91,22.91,38.84,19,2024-07-01,Case Rate,Medicare Advantage,21.24,simulated_cms_style_fee_schedule,2024-07-01,435.29,403.55999999999995
PRV036,Provider Network 36,Physician Group,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,13.48,12.94,20.25,44,2024-05-01,Negotiated Commercial,Exchange,13.24,simulated_cms_style_fee_schedule,2024-05-01,569.36,582.5600000000001
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,71046,Chest x-ray two views,Imaging,48.74,44.63,62.45,18,2024-08-01,Fee Schedule,Medicare Advantage,35.45,simulated_cms_style_fee_schedule,2024-08-01,803.34,638.1
PRV041,Provider Network 41,Physician Group,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,184.8,170.7,310.94,82,2025-07-01,Fee Schedule,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2025-07-01,13997.4,11497.220000000001
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,15.65,15.11,25.52,42,2024-04-01,Negotiated Commercial,Exchange,14.98,simulated_cms_style_fee_schedule,2024-04-01,634.62,629.16
PRV024,Provider Network 24,Lab,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,105.41,96.81,178.84,80,2024-04-01,Negotiated Commercial,Medicare Advantage,131.82,simulated_cms_style_fee_schedule,2024-04-01,7744.8,10545.599999999999
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,118.91,114.07,217.63,86,2024-05-01,Negotiated Commercial,Exchange,122.99,simulated_cms_style_fee_schedule,2024-05-01,9810.019999999999,10577.14
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,483.55,411.85,972.7,20,2024-08-01,Negotiated Commercial,Commercial HMO,393.64,simulated_cms_style_fee_schedule,2024-08-01,8237.0,7872.799999999999
PRV060,Provider Network 60,Imaging Center,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,124.74,110.36,196.37,100,2024-05-01,Percent of Medicare,Commercial HMO,128.66,simulated_cms_style_fee_schedule,2024-05-01,11036.0,12866.0
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,71046,Chest x-ray two views,Imaging,39.68,37.75,58.97,22,2024-05-01,Case Rate,Medicare Advantage,35.12,simulated_cms_style_fee_schedule,2024-05-01,830.5,772.64
PRV045,Provider Network 45,Physician Group,NC,NC Locality,71046,Chest x-ray two views,Imaging,31.71,31.71,48.33,17,2025-02-01,Fee Schedule,Medicare Advantage,33.04,simulated_cms_style_fee_schedule,2025-02-01,539.07,561.68
PRV053,Provider Network 53,Hospital Outpatient,NY,NY Locality,99213,Office/outpatient established visit,Professional,116.9,105.99,171.36,90,2024-03-01,Percent of Medicare,Medicare Advantage,97.52,simulated_cms_style_fee_schedule,2024-03-01,9539.1,8776.8
PRV048,Provider Network 48,Lab,NY,NY Locality,J3490,Unclassified drug,Pharmacy,117.19,111.76,166.13,13,2024-04-01,Fee Schedule,Commercial PPO,115.62,simulated_cms_style_fee_schedule,2024-04-01,1452.88,1503.06
PRV052,Provider Network 52,Physician Group,NC,NC Locality,A0429,Ambulance basic life support,Emergency,249.7,246.53,389.24,21,2025-09-01,Negotiated Commercial,Exchange,334.01,simulated_cms_style_fee_schedule,2025-09-01,5177.13,7014.21
PRV033,Provider Network 33,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1607.03,1525.03,1884.61,26,2024-01-01,Percent of Medicare,Medicare Advantage,1167.55,simulated_cms_style_fee_schedule,2024-01-01,39650.78,30356.3
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1084.76,1009.39,1913.62,23,2024-02-01,Fee Schedule,Commercial HMO,1324.33,simulated_cms_style_fee_schedule,2024-02-01,23215.97,30459.589999999997
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,28.55,28.18,46.93,16,2024-02-01,Fee Schedule,Medicare Advantage,25.07,simulated_cms_style_fee_schedule,2024-02-01,450.88,401.12
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,110.61,97.59,213.94,23,2025-01-01,Negotiated Commercial,Exchange,117.66,simulated_cms_style_fee_schedule,2025-01-01,2244.57,2706.18
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,506.77,429.22,678.98,15,2025-05-01,Fee Schedule,Commercial HMO,396.98,simulated_cms_style_fee_schedule,2025-05-01,6438.3,5954.700000000001
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,35.93,31.45,68.78,25,2025-05-01,Negotiated Commercial,Exchange,35.45,simulated_cms_style_fee_schedule,2025-05-01,786.25,886.2500000000001
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,284.98,245.36,510.72,18,2025-05-01,Negotiated Commercial,Commercial HMO,369.24,simulated_cms_style_fee_schedule,2025-05-01,4416.4800000000005,6646.32
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,A0429,Ambulance basic life support,Emergency,372.16,333.21,490.39,25,2024-02-01,Case Rate,Commercial HMO,347.07,simulated_cms_style_fee_schedule,2024-02-01,8330.25,8676.75
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1240.88,1147.06,1590.57,19,2024-09-01,Negotiated Commercial,Exchange,1238.61,simulated_cms_style_fee_schedule,2024-09-01,21794.14,23533.589999999997
PRV035,Provider Network 35,Lab,FL,FL Locality,99214,Office/outpatient established visit high complexity,Professional,142.4,129.26,233.39,76,2025-04-01,Case Rate,Commercial HMO,140.21,simulated_cms_style_fee_schedule,2025-04-01,9823.759999999998,10655.960000000001
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,13.71,11.42,23.33,44,2025-05-01,Negotiated Commercial,Exchange,13.94,simulated_cms_style_fee_schedule,2025-05-01,502.48,613.36
PRV025,Provider Network 25,Imaging Center,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,131.83,121.23,231.0,92,2024-09-01,Percent of Medicare,Commercial HMO,140.21,simulated_cms_style_fee_schedule,2024-09-01,11153.16,12899.320000000002
